fuel,measured,year,data
Uvoženi rjavi premog (1000 t),Končna poraba - drugi porabniki,2011,
Uvoženi rjavi premog (1000 t),Končna poraba - energetski sektor,2011,
Uvoženi rjavi premog (1000 t),Končna poraba - gospodinjstva,2011,2.000
Uvoženi rjavi premog (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Uvoženi rjavi premog (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,36.000
Uvoženi rjavi premog (1000 t),Končna poraba - promet,2011,0.000
Uvoženi rjavi premog (1000 t),"Končna poraba - promet, od tega železniški",2011,0.000
Uvoženi rjavi premog (1000 t),Končna poraba - skupaj,2011,38.000
Uvoženi rjavi premog (1000 t),Kurilnost,2011,19335.000
Uvoženi rjavi premog (1000 t),Medn. pomorska skladišča,2011,
Uvoženi rjavi premog (1000 t),Neenergetska raba,2011,
Uvoženi rjavi premog (1000 t),Oskrba - skupaj,2011,452.000
Uvoženi rjavi premog (1000 t),Proizvodnja,2011,
Uvoženi rjavi premog (1000 t),Sprememba zalog,2011,34.000
Uvoženi rjavi premog (1000 t),Transformacija,2011,414.000
Uvoženi rjavi premog (1000 t),Uvoz,2011,418.000
White spirit (1000 t),Izvoz,2011,0.000
White spirit (1000 t),Končna poraba - drugi porabniki,2011,
White spirit (1000 t),Končna poraba - energetski sektor,2011,
White spirit (1000 t),Končna poraba - gospodinjstva,2011,
White spirit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
White spirit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,
White spirit (1000 t),Končna poraba - promet,2011,
White spirit (1000 t),"Končna poraba - promet, od tega železniški",2011,
White spirit (1000 t),Končna poraba - skupaj,2011,3.000
White spirit (1000 t),Kurilnost,2011,43600.000
White spirit (1000 t),Medn. pomorska skladišča,2011,
White spirit (1000 t),Neenergetska raba,2011,3.000
White spirit (1000 t),Oskrba - skupaj,2011,3.000
White spirit (1000 t),Proizvodnja,2011,
White spirit (1000 t),Sprememba zalog,2011,0.000
White spirit (1000 t),Transformacija,2011,
White spirit (1000 t),Uvoz,2011,3.000
Zemeljski plin (mio Sm3),Izvoz,2011,
Zemeljski plin (mio Sm3),Končna poraba - drugi porabniki,2011,48.000
Zemeljski plin (mio Sm3),Končna poraba - energetski sektor,2011,3.000
Zemeljski plin (mio Sm3),Končna poraba - gospodinjstva,2011,139.000
Zemeljski plin (mio Sm3),Končna poraba - kmetijstvo in gozdarstvo,2011,
Zemeljski plin (mio Sm3),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,523.000
Zemeljski plin (mio Sm3),Končna poraba - promet,2011,
Zemeljski plin (mio Sm3),"Končna poraba - promet, od tega železniški",2011,
Zemeljski plin (mio Sm3),Končna poraba - skupaj,2011,719.000
Zemeljski plin (mio Sm3),Kurilnost,2011,34076.000
Zemeljski plin (mio Sm3),Medn. pomorska skladišča,2011,
Zemeljski plin (mio Sm3),Neenergetska raba,2011,6.000
Zemeljski plin (mio Sm3),Oskrba - skupaj,2011,906.000
Zemeljski plin (mio Sm3),Proizvodnja,2011,2.000
Zemeljski plin (mio Sm3),Sprememba zalog,2011,
Zemeljski plin (mio Sm3),Transformacija,2011,187.000
Zemeljski plin (mio Sm3),Uvoz,2011,904.000
Črni premog in antracit (1000 t),Izvoz,2011,-2.000
Črni premog in antracit (1000 t),Končna poraba - drugi porabniki,2011,
Črni premog in antracit (1000 t),Končna poraba - energetski sektor,2011,
Črni premog in antracit (1000 t),Končna poraba - gospodinjstva,2011,
Črni premog in antracit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2011,
Črni premog in antracit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2011,14.000
Črni premog in antracit (1000 t),Končna poraba - promet,2011,
Črni premog in antracit (1000 t),"Končna poraba - promet, od tega železniški",2011,
Črni premog in antracit (1000 t),Končna poraba - skupaj,2011,14.000
Črni premog in antracit (1000 t),Kurilnost,2011,25341.000
Črni premog in antracit (1000 t),Medn. pomorska skladišča,2011,
Črni premog in antracit (1000 t),Neenergetska raba,2011,
Črni premog in antracit (1000 t),Oskrba - skupaj,2011,16.000
Črni premog in antracit (1000 t),Proizvodnja,2011,
Črni premog in antracit (1000 t),Sprememba zalog,2011,-6.000
Črni premog in antracit (1000 t),Transformacija,2011,2.000
Črni premog in antracit (1000 t),Uvoz,2011,24.000
Biobencin (1000 t),Izvoz,2012,
Biobencin (1000 t),Končna poraba - drugi porabniki,2012,
Biobencin (1000 t),Končna poraba - energetski sektor,2012,
Biobencin (1000 t),Končna poraba - gospodinjstva,2012,
Biobencin (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Biobencin (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,
Biobencin (1000 t),Končna poraba - promet,2012,8.000
Biobencin (1000 t),"Končna poraba - promet, od tega železniški",2012,
Biobencin (1000 t),Končna poraba - skupaj,2012,8.000
Biobencin (1000 t),Kurilnost,2012,31408.000
Biobencin (1000 t),Medn. pomorska skladišča,2012,
Biobencin (1000 t),Neenergetska raba,2012,
Biobencin (1000 t),Oskrba - skupaj,2012,8.000
Biobencin (1000 t),Proizvodnja,2012,
Biobencin (1000 t),Sprememba zalog,2012,0.000
Biobencin (1000 t),Transformacija,2012,
Biobencin (1000 t),Uvoz,2012,8.000
Biodizelsko gorivo (1000 t),Izvoz,2012,-5.000
Biodizelsko gorivo (1000 t),Končna poraba - drugi porabniki,2012,
Biodizelsko gorivo (1000 t),Končna poraba - energetski sektor,2012,
Biodizelsko gorivo (1000 t),Končna poraba - gospodinjstva,2012,
Biodizelsko gorivo (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Biodizelsko gorivo (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,
Biodizelsko gorivo (1000 t),Končna poraba - promet,2012,52.000
Biodizelsko gorivo (1000 t),"Končna poraba - promet, od tega železniški",2012,
Biodizelsko gorivo (1000 t),Končna poraba - skupaj,2012,52.000
Biodizelsko gorivo (1000 t),Kurilnost,2012,36900.000
Biodizelsko gorivo (1000 t),Medn. pomorska skladišča,2012,
Biodizelsko gorivo (1000 t),Neenergetska raba,2012,
Biodizelsko gorivo (1000 t),Oskrba - skupaj,2012,52.000
Biodizelsko gorivo (1000 t),Proizvodnja,2012,1.000
Biodizelsko gorivo (1000 t),Sprememba zalog,2012,-1.000
Biodizelsko gorivo (1000 t),Transformacija,2012,
Biodizelsko gorivo (1000 t),Uvoz,2012,57.000
Dizelsko gorivo (1000 t),Izvoz,2012,-523.000
Dizelsko gorivo (1000 t),Končna poraba - drugi porabniki,2012,
Dizelsko gorivo (1000 t),Končna poraba - energetski sektor,2012,0.000
Dizelsko gorivo (1000 t),Končna poraba - gospodinjstva,2012,
Dizelsko gorivo (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,63.000
Dizelsko gorivo (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,24.000
Dizelsko gorivo (1000 t),Končna poraba - promet,2012,1288.000
Dizelsko gorivo (1000 t),"Končna poraba - promet, od tega železniški",2012,9.000
Dizelsko gorivo (1000 t),Končna poraba - skupaj,2012,1375.000
Dizelsko gorivo (1000 t),Kurilnost,2012,42600.000
Dizelsko gorivo (1000 t),Medn. pomorska skladišča,2012,
Dizelsko gorivo (1000 t),Neenergetska raba,2012,
Dizelsko gorivo (1000 t),Oskrba - skupaj,2012,1375.000
Dizelsko gorivo (1000 t),Proizvodnja,2012,
Dizelsko gorivo (1000 t),Sprememba zalog,2012,-58.000
Dizelsko gorivo (1000 t),Transformacija,2012,
Dizelsko gorivo (1000 t),Uvoz,2012,1956.000
Domači lignit (1000 t),Izvoz,2012,
Domači lignit (1000 t),Končna poraba - drugi porabniki,2012,
Domači lignit (1000 t),Končna poraba - energetski sektor,2012,
Domači lignit (1000 t),Končna poraba - gospodinjstva,2012,
Domači lignit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Domači lignit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,
Domači lignit (1000 t),Končna poraba - promet,2012,
Domači lignit (1000 t),"Končna poraba - promet, od tega železniški",2012,
Domači lignit (1000 t),Končna poraba - skupaj,2012,
Domači lignit (1000 t),Kurilnost,2012,10684.000
Domači lignit (1000 t),Medn. pomorska skladišča,2012,
Domači lignit (1000 t),Neenergetska raba,2012,
Domači lignit (1000 t),Oskrba - skupaj,2012,3984.000
Domači lignit (1000 t),Proizvodnja,2012,3967.000
Domači lignit (1000 t),Sprememba zalog,2012,17.000
Domači lignit (1000 t),Transformacija,2012,3984.000
Domači lignit (1000 t),Uvoz,2012,
Domači rjavi premog (1000 t),Izvoz,2012,
Domači rjavi premog (1000 t),Končna poraba - drugi porabniki,2012,
Domači rjavi premog (1000 t),Končna poraba - energetski sektor,2012,
Domači rjavi premog (1000 t),Končna poraba - gospodinjstva,2012,
Domači rjavi premog (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Domači rjavi premog (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,
Domači rjavi premog (1000 t),Končna poraba - promet,2012,
Domači rjavi premog (1000 t),"Končna poraba - promet, od tega železniški",2012,
Domači rjavi premog (1000 t),Končna poraba - skupaj,2012,
Domači rjavi premog (1000 t),Kurilnost,2012,11048.000
Domači rjavi premog (1000 t),Medn. pomorska skladišča,2012,
Domači rjavi premog (1000 t),Neenergetska raba,2012,
Domači rjavi premog (1000 t),Oskrba - skupaj,2012,390.000
Domači rjavi premog (1000 t),Proizvodnja,2012,311.000
Domači rjavi premog (1000 t),Sprememba zalog,2012,79.000
Domači rjavi premog (1000 t),Transformacija,2012,390.000
Domači rjavi premog (1000 t),Uvoz,2012,
Ekstra lahko kurilno olje (1000 t),Izvoz,2012,-120.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - drugi porabniki,2012,103.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - energetski sektor,2012,0.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - gospodinjstva,2012,182.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Ekstra lahko kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,31.000
Ekstra lahko kurilno olje (1000 t),Končna poraba - promet,2012,
Ekstra lahko kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2012,
Ekstra lahko kurilno olje (1000 t),Končna poraba - skupaj,2012,316.000
Ekstra lahko kurilno olje (1000 t),Kurilnost,2012,42600.000
Ekstra lahko kurilno olje (1000 t),Medn. pomorska skladišča,2012,
Ekstra lahko kurilno olje (1000 t),Neenergetska raba,2012,0.000
Ekstra lahko kurilno olje (1000 t),Oskrba - skupaj,2012,324.000
Ekstra lahko kurilno olje (1000 t),Proizvodnja,2012,
Ekstra lahko kurilno olje (1000 t),Sprememba zalog,2012,-20.000
Ekstra lahko kurilno olje (1000 t),Transformacija,2012,8.000
Ekstra lahko kurilno olje (1000 t),Uvoz,2012,464.000
Koks (1000 t),Izvoz,2012,0.000
Koks (1000 t),Končna poraba - drugi porabniki,2012,
Koks (1000 t),Končna poraba - energetski sektor,2012,
Koks (1000 t),Končna poraba - gospodinjstva,2012,
Koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,29.000
Koks (1000 t),Končna poraba - promet,2012,
Koks (1000 t),"Končna poraba - promet, od tega železniški",2012,
Koks (1000 t),Končna poraba - skupaj,2012,35.000
Koks (1000 t),Kurilnost,2012,29641.000
Koks (1000 t),Medn. pomorska skladišča,2012,
Koks (1000 t),Neenergetska raba,2012,6.000
Koks (1000 t),Oskrba - skupaj,2012,35.000
Koks (1000 t),Proizvodnja,2012,
Koks (1000 t),Sprememba zalog,2012,5.000
Koks (1000 t),Transformacija,2012,
Koks (1000 t),Uvoz,2012,30.000
Kurilno olje (1000 t),Izvoz,2012,
Kurilno olje (1000 t),Končna poraba - drugi porabniki,2012,
Kurilno olje (1000 t),Končna poraba - energetski sektor,2012,
Kurilno olje (1000 t),Končna poraba - gospodinjstva,2012,
Kurilno olje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Kurilno olje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,8.000
Kurilno olje (1000 t),Končna poraba - promet,2012,
Kurilno olje (1000 t),"Končna poraba - promet, od tega železniški",2012,
Kurilno olje (1000 t),Končna poraba - skupaj,2012,8.000
Kurilno olje (1000 t),Kurilnost,2012,39700.000
Kurilno olje (1000 t),Medn. pomorska skladišča,2012,-51.000
Kurilno olje (1000 t),Neenergetska raba,2012,
Kurilno olje (1000 t),Oskrba - skupaj,2012,9.000
Kurilno olje (1000 t),Proizvodnja,2012,
Kurilno olje (1000 t),Sprememba zalog,2012,0.000
Kurilno olje (1000 t),Transformacija,2012,1.000
Kurilno olje (1000 t),Uvoz,2012,60.000
Neosvinčen motorni bencin 95 (1000 t),Izvoz,2012,-147.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - drugi porabniki,2012,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - energetski sektor,2012,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - gospodinjstva,2012,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,4.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,0.000
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - promet,2012,474.000
Neosvinčen motorni bencin 95 (1000 t),"Končna poraba - promet, od tega železniški",2012,
Neosvinčen motorni bencin 95 (1000 t),Končna poraba - skupaj,2012,478.000
Neosvinčen motorni bencin 95 (1000 t),Kurilnost,2012,43850.000
Neosvinčen motorni bencin 95 (1000 t),Medn. pomorska skladišča,2012,
Neosvinčen motorni bencin 95 (1000 t),Neenergetska raba,2012,
Neosvinčen motorni bencin 95 (1000 t),Oskrba - skupaj,2012,478.000
Neosvinčen motorni bencin 95 (1000 t),Proizvodnja,2012,
Neosvinčen motorni bencin 95 (1000 t),Sprememba zalog,2012,-2.000
Neosvinčen motorni bencin 95 (1000 t),Transformacija,2012,
Neosvinčen motorni bencin 95 (1000 t),Uvoz,2012,627.000
Neosvinčen motorni bencin 98 (1000 t),Izvoz,2012,-3.000
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - drugi porabniki,2012,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - energetski sektor,2012,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - gospodinjstva,2012,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,0.000
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - promet,2012,48.000
Neosvinčen motorni bencin 98 (1000 t),"Končna poraba - promet, od tega železniški",2012,
Neosvinčen motorni bencin 98 (1000 t),Končna poraba - skupaj,2012,48.000
Neosvinčen motorni bencin 98 (1000 t),Kurilnost,2012,43850.000
Neosvinčen motorni bencin 98 (1000 t),Medn. pomorska skladišča,2012,
Neosvinčen motorni bencin 98 (1000 t),Neenergetska raba,2012,
Neosvinčen motorni bencin 98 (1000 t),Oskrba - skupaj,2012,48.000
Neosvinčen motorni bencin 98 (1000 t),Proizvodnja,2012,
Neosvinčen motorni bencin 98 (1000 t),Sprememba zalog,2012,0.000
Neosvinčen motorni bencin 98 (1000 t),Transformacija,2012,
Neosvinčen motorni bencin 98 (1000 t),Uvoz,2012,51.000
Petrolejski koks (1000 t),Izvoz,2012,-3.000
Petrolejski koks (1000 t),Končna poraba - drugi porabniki,2012,
Petrolejski koks (1000 t),Končna poraba - energetski sektor,2012,
Petrolejski koks (1000 t),Končna poraba - gospodinjstva,2012,
Petrolejski koks (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Petrolejski koks (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,24.000
Petrolejski koks (1000 t),Končna poraba - promet,2012,
Petrolejski koks (1000 t),"Končna poraba - promet, od tega železniški",2012,
Petrolejski koks (1000 t),Končna poraba - skupaj,2012,60.000
Petrolejski koks (1000 t),Kurilnost,2012,31606.000
Petrolejski koks (1000 t),Medn. pomorska skladišča,2012,
Petrolejski koks (1000 t),Neenergetska raba,2012,36.000
Petrolejski koks (1000 t),Oskrba - skupaj,2012,60.000
Petrolejski koks (1000 t),Proizvodnja,2012,
Petrolejski koks (1000 t),Sprememba zalog,2012,-2.000
Petrolejski koks (1000 t),Transformacija,2012,
Petrolejski koks (1000 t),Uvoz,2012,65.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Izvoz,2012,-1.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - drugi porabniki,2012,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - energetski sektor,2012,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - gospodinjstva,2012,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - promet,2012,23.000
Petrolejsko gorivo za reaktivne motorje (1000 t),"Končna poraba - promet, od tega železniški",2012,
Petrolejsko gorivo za reaktivne motorje (1000 t),Končna poraba - skupaj,2012,23.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Kurilnost,2012,43540.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Medn. pomorska skladišča,2012,
Petrolejsko gorivo za reaktivne motorje (1000 t),Neenergetska raba,2012,
Petrolejsko gorivo za reaktivne motorje (1000 t),Oskrba - skupaj,2012,23.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Proizvodnja,2012,
Petrolejsko gorivo za reaktivne motorje (1000 t),Sprememba zalog,2012,1.000
Petrolejsko gorivo za reaktivne motorje (1000 t),Transformacija,2012,
Petrolejsko gorivo za reaktivne motorje (1000 t),Uvoz,2012,23.000
Utekočinjen naftni plin (UNP)  (1000 t),Izvoz,2012,-1.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - drugi porabniki,2012,21.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - energetski sektor,2012,0.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - gospodinjstva,2012,32.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,22.000
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - promet,2012,8.000
Utekočinjen naftni plin (UNP)  (1000 t),"Končna poraba - promet, od tega železniški",2012,
Utekočinjen naftni plin (UNP)  (1000 t),Končna poraba - skupaj,2012,84.000
Utekočinjen naftni plin (UNP)  (1000 t),Kurilnost,2012,46050.000
Utekočinjen naftni plin (UNP)  (1000 t),Medn. pomorska skladišča,2012,
Utekočinjen naftni plin (UNP)  (1000 t),Neenergetska raba,2012,1.000
Utekočinjen naftni plin (UNP)  (1000 t),Oskrba - skupaj,2012,84.000
Utekočinjen naftni plin (UNP)  (1000 t),Proizvodnja,2012,
Utekočinjen naftni plin (UNP)  (1000 t),Sprememba zalog,2012,4.000
Utekočinjen naftni plin (UNP)  (1000 t),Transformacija,2012,0.000
Utekočinjen naftni plin (UNP)  (1000 t),Uvoz,2012,81.000
Uvoženi lignit (1000 t),Izvoz,2012,
Uvoženi lignit (1000 t),Končna poraba - drugi porabniki,2012,
Uvoženi lignit (1000 t),Končna poraba - energetski sektor,2012,
Uvoženi lignit (1000 t),Končna poraba - gospodinjstva,2012,
Uvoženi lignit (1000 t),Končna poraba - kmetijstvo in gozdarstvo,2012,
Uvoženi lignit (1000 t),Končna poraba - predelovalne dejavnosti in gradbeništvo,2012,27.000
Uvoženi lignit (1000 t),Končna poraba - promet,2012,
Uvoženi lignit (1000 t),"Končna poraba - promet, od tega železniški",2012,
Uvoženi lignit (1000 t),Končna poraba - skupaj,2012,27.000
Uvoženi lignit (1000 t),Kurilnost,2012,14624.000
Uvoženi lignit (1000 t),Medn. pomorska skladišča,2012,
Uvoženi lignit (1000 t),Neenergetska raba,2012,
Uvoženi lignit (1000 t),Oskrba - skupaj,2012,137.000
Uvoženi lignit (1000 t),Proizvodnja,2012,
Uvoženi lignit (1000 t),Sprememba zalog,2012,25.000
Uvoženi lignit (1000 t),Transformacija,2012,110.000
Uvoženi lignit (1000 t),Uvoz,2012,112.000
Uvoženi rjavi premog (1000 t),Izvoz,2012,0.000
