supply_and_consumption,year,energy_source,data
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2006,Energetski viri-SKUPAJ,-45863
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2006,"Geoterm., sončna itd.",0
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2006,Hidro energija,-12031
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2006,Naftni proizvodi,-188
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2006,Nuklearna energija,-60524
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2006,Obnovljivi viri in odpadki,-21
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2006,Surova nafta,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2006,Toplota,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2006,Trdna goriva,-7537
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2006,Zemeljski plin,-154
Transformacija-elektrarne-samoproizvajalci,2006,Električna energija,266
Transformacija-elektrarne-samoproizvajalci,2006,Energetski viri-SKUPAJ,-65
Transformacija-elektrarne-samoproizvajalci,2006,"Geoterm., sončna itd.",0
Transformacija-elektrarne-samoproizvajalci,2006,Hidro energija,-234
Transformacija-elektrarne-samoproizvajalci,2006,Naftni proizvodi,0
Transformacija-elektrarne-samoproizvajalci,2006,Nuklearna energija,
Transformacija-elektrarne-samoproizvajalci,2006,Obnovljivi viri in odpadki,-98
Transformacija-elektrarne-samoproizvajalci,2006,Surova nafta,
Transformacija-elektrarne-samoproizvajalci,2006,Toplota,
Transformacija-elektrarne-samoproizvajalci,2006,Trdna goriva,0
Transformacija-elektrarne-samoproizvajalci,2006,Zemeljski plin,0
Transformacija-elektrarne-skupaj,2006,Električna energija,35521
Transformacija-elektrarne-skupaj,2006,Energetski viri-SKUPAJ,-45928
Transformacija-elektrarne-skupaj,2006,"Geoterm., sončna itd.",0
Transformacija-elektrarne-skupaj,2006,Hidro energija,-12928
Transformacija-elektrarne-skupaj,2006,Naftni proizvodi,-188
Transformacija-elektrarne-skupaj,2006,Nuklearna energija,-60524
Transformacija-elektrarne-skupaj,2006,Obnovljivi viri in odpadki,-119
Transformacija-elektrarne-skupaj,2006,Surova nafta,0
Transformacija-elektrarne-skupaj,2006,Toplota,0
Transformacija-elektrarne-skupaj,2006,Trdna goriva,-7537
Transformacija-elektrarne-skupaj,2006,Zemeljski plin,-154
Transformacija-plinarne,2006,Električna energija,
Transformacija-plinarne,2006,Energetski viri-SKUPAJ,0
Transformacija-plinarne,2006,"Geoterm., sončna itd.",
Transformacija-plinarne,2006,Hidro energija,
Transformacija-plinarne,2006,Naftni proizvodi,
Transformacija-plinarne,2006,Nuklearna energija,
Transformacija-plinarne,2006,Obnovljivi viri in odpadki,
Transformacija-plinarne,2006,Surova nafta,
Transformacija-plinarne,2006,Toplota,
Transformacija-plinarne,2006,Trdna goriva,
Transformacija-plinarne,2006,Zemeljski plin,
Transformacija-predelava premoga,2006,Električna energija,
Transformacija-predelava premoga,2006,Energetski viri-SKUPAJ,0
Transformacija-predelava premoga,2006,"Geoterm., sončna itd.",
Transformacija-predelava premoga,2006,Hidro energija,
Transformacija-predelava premoga,2006,Naftni proizvodi,
Transformacija-predelava premoga,2006,Nuklearna energija,
Transformacija-predelava premoga,2006,Obnovljivi viri in odpadki,
Transformacija-predelava premoga,2006,Surova nafta,
Transformacija-predelava premoga,2006,Toplota,
Transformacija-predelava premoga,2006,Trdna goriva,
Transformacija-predelava premoga,2006,Zemeljski plin,
Transformacija-rafinerije,2006,Električna energija,
Transformacija-rafinerije,2006,Energetski viri-SKUPAJ,0
Transformacija-rafinerije,2006,"Geoterm., sončna itd.",
Transformacija-rafinerije,2006,Hidro energija,
Transformacija-rafinerije,2006,Naftni proizvodi,
Transformacija-rafinerije,2006,Nuklearna energija,
Transformacija-rafinerije,2006,Obnovljivi viri in odpadki,
Transformacija-rafinerije,2006,Surova nafta,
Transformacija-rafinerije,2006,Toplota,
Transformacija-rafinerije,2006,Trdna goriva,
Transformacija-rafinerije,2006,Zemeljski plin,
Transformacija-skupaj,2006,Električna energija,54414
Transformacija-skupaj,2006,Energetski viri-SKUPAJ,-77570
Transformacija-skupaj,2006,"Geoterm., sončna itd.",0
Transformacija-skupaj,2006,Hidro energija,-12928
Transformacija-skupaj,2006,Naftni proizvodi,-773
Transformacija-skupaj,2006,Nuklearna energija,-60524
Transformacija-skupaj,2006,Obnovljivi viri in odpadki,-1538
Transformacija-skupaj,2006,Surova nafta,0
Transformacija-skupaj,2006,Toplota,9615
Transformacija-skupaj,2006,Trdna goriva,-60582
Transformacija-skupaj,2006,Zemeljski plin,-5255
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2006,Električna energija,17784
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2006,Energetski viri-SKUPAJ,-30404
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2006,"Geoterm., sončna itd.",
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2006,Hidro energija,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2006,Naftni proizvodi,-97
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2006,Nuklearna energija,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2006,Obnovljivi viri in odpadki,-428
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2006,Surova nafta,
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2006,Toplota,6850
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2006,Trdna goriva,-52629
Transformacija-termoelektrarne toplarne-proizvajalci po glavni dejavnosti,2006,Zemeljski plin,-1884
Transformacija-termoelektrarne toplarne-samoproizvajalci,2006,Električna energija,1109
Transformacija-termoelektrarne toplarne-samoproizvajalci,2006,Energetski viri-SKUPAJ,-745
Transformacija-termoelektrarne toplarne-samoproizvajalci,2006,"Geoterm., sončna itd.",
Transformacija-termoelektrarne toplarne-samoproizvajalci,2006,Hidro energija,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2006,Naftni proizvodi,-168
Transformacija-termoelektrarne toplarne-samoproizvajalci,2006,Nuklearna energija,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2006,Obnovljivi viri in odpadki,-672
Transformacija-termoelektrarne toplarne-samoproizvajalci,2006,Surova nafta,
Transformacija-termoelektrarne toplarne-samoproizvajalci,2006,Toplota,142
Transformacija-termoelektrarne toplarne-samoproizvajalci,2006,Trdna goriva,-396
Transformacija-termoelektrarne toplarne-samoproizvajalci,2006,Zemeljski plin,-759
Transformacija-termoelektrarne toplarne-skupaj,2006,Električna energija,18893
Transformacija-termoelektrarne toplarne-skupaj,2006,Energetski viri-SKUPAJ,-31148
Transformacija-termoelektrarne toplarne-skupaj,2006,"Geoterm., sončna itd.",0
Transformacija-termoelektrarne toplarne-skupaj,2006,Hidro energija,0
Transformacija-termoelektrarne toplarne-skupaj,2006,Naftni proizvodi,-264
Transformacija-termoelektrarne toplarne-skupaj,2006,Nuklearna energija,0
Transformacija-termoelektrarne toplarne-skupaj,2006,Obnovljivi viri in odpadki,-1101
Transformacija-termoelektrarne toplarne-skupaj,2006,Surova nafta,0
Transformacija-termoelektrarne toplarne-skupaj,2006,Toplota,6992
Transformacija-termoelektrarne toplarne-skupaj,2006,Trdna goriva,-53026
Transformacija-termoelektrarne toplarne-skupaj,2006,Zemeljski plin,-2643
Transformacija-toplarne,2006,Električna energija,
Transformacija-toplarne,2006,Energetski viri-SKUPAJ,-494
Transformacija-toplarne,2006,"Geoterm., sončna itd.",0
Transformacija-toplarne,2006,Hidro energija,
Transformacija-toplarne,2006,Naftni proizvodi,-321
Transformacija-toplarne,2006,Nuklearna energija,
Transformacija-toplarne,2006,Obnovljivi viri in odpadki,-318
Transformacija-toplarne,2006,Surova nafta,
Transformacija-toplarne,2006,Toplota,2623
Transformacija-toplarne,2006,Trdna goriva,-19
Transformacija-toplarne,2006,Zemeljski plin,-2458
Transformacija-utekočinjanje,2006,Električna energija,
Transformacija-utekočinjanje,2006,Energetski viri-SKUPAJ,0
Transformacija-utekočinjanje,2006,"Geoterm., sončna itd.",
Transformacija-utekočinjanje,2006,Hidro energija,
Transformacija-utekočinjanje,2006,Naftni proizvodi,
Transformacija-utekočinjanje,2006,Nuklearna energija,
Transformacija-utekočinjanje,2006,Obnovljivi viri in odpadki,
Transformacija-utekočinjanje,2006,Surova nafta,
Transformacija-utekočinjanje,2006,Toplota,
Transformacija-utekočinjanje,2006,Trdna goriva,
Transformacija-utekočinjanje,2006,Zemeljski plin,
Uvoz,2006,Električna energija,27743
Uvoz,2006,Energetski viri-SKUPAJ,200796
Uvoz,2006,"Geoterm., sončna itd.",
Uvoz,2006,Hidro energija,
Uvoz,2006,Naftni proizvodi,121127
Uvoz,2006,Nuklearna energija,
Uvoz,2006,Obnovljivi viri in odpadki,83
Uvoz,2006,Surova nafta,0
Uvoz,2006,Toplota,
Uvoz,2006,Trdna goriva,14332
Uvoz,2006,Zemeljski plin,37511
Domača proizvodnja,2007,Električna energija,
Domača proizvodnja,2007,Energetski viri-SKUPAJ,155761
Domača proizvodnja,2007,"Geoterm., sončna itd.",409
Domača proizvodnja,2007,Hidro energija,11758
Domača proizvodnja,2007,Naftni proizvodi,0
Domača proizvodnja,2007,Nuklearna energija,62127
Domača proizvodnja,2007,Obnovljivi viri in odpadki,29442
Domača proizvodnja,2007,Surova nafta,18
Domača proizvodnja,2007,Toplota,
Domača proizvodnja,2007,Trdna goriva,51891
Domača proizvodnja,2007,Zemeljski plin,116
Izvoz,2007,Električna energija,-21159
Izvoz,2007,Energetski viri-SKUPAJ,-39069
Izvoz,2007,"Geoterm., sončna itd.",
Izvoz,2007,Hidro energija,
Izvoz,2007,Naftni proizvodi,-17828
Izvoz,2007,Nuklearna energija,
Izvoz,2007,Obnovljivi viri in odpadki,0
Izvoz,2007,Surova nafta,-18
Izvoz,2007,Toplota,
Izvoz,2007,Trdna goriva,-66
Izvoz,2007,Zemeljski plin,0
Končna poraba,2007,Električna energija,48017
Končna poraba,2007,Energetski viri-SKUPAJ,224281
Končna poraba,2007,"Geoterm., sončna itd.",407
Končna poraba,2007,Hidro energija,0
Končna poraba,2007,Naftni proizvodi,103336
Končna poraba,2007,Nuklearna energija,0
Končna poraba,2007,Obnovljivi viri in odpadki,28411
Končna poraba,2007,Surova nafta,0
Končna poraba,2007,Toplota,7179
Končna poraba,2007,Trdna goriva,4305
Končna poraba,2007,Zemeljski plin,32625
Končna poraba-Drugi porabniki,2007,Električna energija,9043
Končna poraba-Drugi porabniki,2007,Energetski viri-SKUPAJ,16401
Končna poraba-Drugi porabniki,2007,"Geoterm., sončna itd.",0
Končna poraba-Drugi porabniki,2007,Hidro energija,
Končna poraba-Drugi porabniki,2007,Naftni proizvodi,6228
Končna poraba-Drugi porabniki,2007,Nuklearna energija,
Končna poraba-Drugi porabniki,2007,Obnovljivi viri in odpadki,72
Končna poraba-Drugi porabniki,2007,Surova nafta,
Končna poraba-Drugi porabniki,2007,Toplota,572
Končna poraba-Drugi porabniki,2007,Trdna goriva,0
Končna poraba-Drugi porabniki,2007,Zemeljski plin,486
Končna poraba-Energetski sektor,2007,Električna energija,511
Končna poraba-Energetski sektor,2007,Energetski viri-SKUPAJ,759
Končna poraba-Energetski sektor,2007,"Geoterm., sončna itd.",0
Končna poraba-Energetski sektor,2007,Hidro energija,
Končna poraba-Energetski sektor,2007,Naftni proizvodi,0
Končna poraba-Energetski sektor,2007,Nuklearna energija,
Končna poraba-Energetski sektor,2007,Obnovljivi viri in odpadki,0
Končna poraba-Energetski sektor,2007,Surova nafta,
Končna poraba-Energetski sektor,2007,Toplota,116
Končna poraba-Energetski sektor,2007,Trdna goriva,0
Končna poraba-Energetski sektor,2007,Zemeljski plin,132
Končna poraba-Gospodinjstva,2007,Električna energija,10876
Končna poraba-Gospodinjstva,2007,Energetski viri-SKUPAJ,54501
Končna poraba-Gospodinjstva,2007,"Geoterm., sončna itd.",407
Končna poraba-Gospodinjstva,2007,Hidro energija,
Končna poraba-Gospodinjstva,2007,Naftni proizvodi,11972
Končna poraba-Gospodinjstva,2007,Nuklearna energija,
Končna poraba-Gospodinjstva,2007,Obnovljivi viri in odpadki,23786
Končna poraba-Gospodinjstva,2007,Surova nafta,
Končna poraba-Gospodinjstva,2007,Toplota,3888
Končna poraba-Gospodinjstva,2007,Trdna goriva,0
Končna poraba-Gospodinjstva,2007,Zemeljski plin,3572
Končna poraba-Kmetijstvo in gozdarstvo,2007,Električna energija,0
Končna poraba-Kmetijstvo in gozdarstvo,2007,Energetski viri-SKUPAJ,3115
Končna poraba-Kmetijstvo in gozdarstvo,2007,"Geoterm., sončna itd.",0
Končna poraba-Kmetijstvo in gozdarstvo,2007,Hidro energija,
Končna poraba-Kmetijstvo in gozdarstvo,2007,Naftni proizvodi,3115
Končna poraba-Kmetijstvo in gozdarstvo,2007,Nuklearna energija,
Končna poraba-Kmetijstvo in gozdarstvo,2007,Obnovljivi viri in odpadki,0
Končna poraba-Kmetijstvo in gozdarstvo,2007,Surova nafta,
Končna poraba-Kmetijstvo in gozdarstvo,2007,Toplota,0
Končna poraba-Kmetijstvo in gozdarstvo,2007,Trdna goriva,0
Končna poraba-Kmetijstvo in gozdarstvo,2007,Zemeljski plin,0
Končna poraba-Neenergetska raba,2007,Električna energija,
Končna poraba-Neenergetska raba,2007,Energetski viri-SKUPAJ,8476
Končna poraba-Neenergetska raba,2007,"Geoterm., sončna itd.",
Končna poraba-Neenergetska raba,2007,Hidro energija,
Končna poraba-Neenergetska raba,2007,Naftni proizvodi,2137
Končna poraba-Neenergetska raba,2007,Nuklearna energija,
Končna poraba-Neenergetska raba,2007,Obnovljivi viri in odpadki,
Končna poraba-Neenergetska raba,2007,Surova nafta,
Končna poraba-Neenergetska raba,2007,Toplota,
Končna poraba-Neenergetska raba,2007,Trdna goriva,865
Končna poraba-Neenergetska raba,2007,Zemeljski plin,5473
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2007,Električna energija,26885
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2007,Energetski viri-SKUPAJ,67322
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2007,"Geoterm., sončna itd.",0
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2007,Hidro energija,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2007,Naftni proizvodi,7461
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2007,Nuklearna energija,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2007,Obnovljivi viri in odpadki,3975
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2007,Surova nafta,
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2007,Toplota,2603
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2007,Trdna goriva,3436
Končna poraba-Predelovalne dejavnosti in gradbenitvo,2007,Zemeljski plin,22963
Končna poraba-Promet,2007,Električna energija,702
Končna poraba-Promet,2007,Energetski viri-SKUPAJ,73707
Končna poraba-Promet,2007,"Geoterm., sončna itd.",
Končna poraba-Promet,2007,Hidro energija,
Končna poraba-Promet,2007,Naftni proizvodi,72423
Končna poraba-Promet,2007,Nuklearna energija,
Končna poraba-Promet,2007,Obnovljivi viri in odpadki,578
Končna poraba-Promet,2007,Surova nafta,
Končna poraba-Promet,2007,Toplota,
Končna poraba-Promet,2007,Trdna goriva,4
Končna poraba-Promet,2007,Zemeljski plin,0
Lastna raba in izgube,2007,Električna energija,-6959
Lastna raba in izgube,2007,Energetski viri-SKUPAJ,-8577
Lastna raba in izgube,2007,"Geoterm., sončna itd.",
Lastna raba in izgube,2007,Hidro energija,
Lastna raba in izgube,2007,Naftni proizvodi,
Lastna raba in izgube,2007,Nuklearna energija,
Lastna raba in izgube,2007,Obnovljivi viri in odpadki,
Lastna raba in izgube,2007,Surova nafta,
Lastna raba in izgube,2007,Toplota,-1618
Lastna raba in izgube,2007,Trdna goriva,
Lastna raba in izgube,2007,Zemeljski plin,
Medn. pomorska skladiča,2007,Električna energija,
Medn. pomorska skladiča,2007,Energetski viri-SKUPAJ,-1934
Medn. pomorska skladiča,2007,"Geoterm., sončna itd.",
Medn. pomorska skladiča,2007,Hidro energija,
Medn. pomorska skladiča,2007,Naftni proizvodi,-1934
Medn. pomorska skladiča,2007,Nuklearna energija,
Medn. pomorska skladiča,2007,Obnovljivi viri in odpadki,0
Medn. pomorska skladiča,2007,Surova nafta,
Medn. pomorska skladiča,2007,Toplota,
Medn. pomorska skladiča,2007,Trdna goriva,
Medn. pomorska skladiča,2007,Zemeljski plin,
Oskrba z energijo,2007,Električna energija,822
Oskrba z energijo,2007,Energetski viri-SKUPAJ,313883
Oskrba z energijo,2007,"Geoterm., sončna itd.",409
Oskrba z energijo,2007,Hidro energija,11758
Oskrba z energijo,2007,Naftni proizvodi,103802
Oskrba z energijo,2007,Nuklearna energija,62127
Oskrba z energijo,2007,Obnovljivi viri in odpadki,29839
Oskrba z energijo,2007,Surova nafta,0
Oskrba z energijo,2007,Toplota,0
Oskrba z energijo,2007,Trdna goriva,66836
Oskrba z energijo,2007,Zemeljski plin,38290
Reklasifikacije,2007,Električna energija,
Reklasifikacije,2007,Energetski viri-SKUPAJ,
Reklasifikacije,2007,"Geoterm., sončna itd.",
Reklasifikacije,2007,Hidro energija,
Reklasifikacije,2007,Naftni proizvodi,
Reklasifikacije,2007,Nuklearna energija,
Reklasifikacije,2007,Obnovljivi viri in odpadki,
Reklasifikacije,2007,Surova nafta,
Reklasifikacije,2007,Toplota,
Reklasifikacije,2007,Trdna goriva,
Reklasifikacije,2007,Zemeljski plin,
Spremembe zalog,2007,Električna energija,
Spremembe zalog,2007,Energetski viri-SKUPAJ,2435
Spremembe zalog,2007,"Geoterm., sončna itd.",
Spremembe zalog,2007,Hidro energija,
Spremembe zalog,2007,Naftni proizvodi,1308
Spremembe zalog,2007,Nuklearna energija,
Spremembe zalog,2007,Obnovljivi viri in odpadki,-2
Spremembe zalog,2007,Surova nafta,0
Spremembe zalog,2007,Toplota,
Spremembe zalog,2007,Trdna goriva,1129
Spremembe zalog,2007,Zemeljski plin,
Statistične razlike,2007,Električna energija,1
Statistične razlike,2007,Energetski viri-SKUPAJ,973
Statistične razlike,2007,"Geoterm., sončna itd.",0
Statistične razlike,2007,Hidro energija,0
Statistične razlike,2007,Naftni proizvodi,0
Statistične razlike,2007,Nuklearna energija,0
Statistične razlike,2007,Obnovljivi viri in odpadki,0
Statistične razlike,2007,Surova nafta,0
Statistične razlike,2007,Toplota,1
Statistične razlike,2007,Trdna goriva,972
Statistične razlike,2007,Zemeljski plin,0
Transformacija-elektrarne-male HE,2007,Električna energija,637
Transformacija-elektrarne-male HE,2007,Energetski viri-SKUPAJ,0
Transformacija-elektrarne-male HE,2007,"Geoterm., sončna itd.",
Transformacija-elektrarne-male HE,2007,Hidro energija,-637
Transformacija-elektrarne-male HE,2007,Naftni proizvodi,
Transformacija-elektrarne-male HE,2007,Nuklearna energija,
Transformacija-elektrarne-male HE,2007,Obnovljivi viri in odpadki,
Transformacija-elektrarne-male HE,2007,Surova nafta,
Transformacija-elektrarne-male HE,2007,Toplota,
Transformacija-elektrarne-male HE,2007,Trdna goriva,
Transformacija-elektrarne-male HE,2007,Zemeljski plin,
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2007,Električna energija,34186
Transformacija-elektrarne-proizvajalci po glavni dejavnosti,2007,Energetski viri-SKUPAJ,-46919
